lender,month_start,product_type,isautoleadcreated,major_index,original_major_stage,sub_stage,Leads,Stuck%
PYFL,1.MTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,ML_CHILD_LEAD_CREATED,70,9.4
NACL,2.LMTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,70,
KSF,2.LMTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,AWAIT_SELFIE,69,1.6
KSF,1.MTD,Fresh,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED,69,10.3
MFL,2.LMTD,Renewal,Flow1(Auto),1.0,Total leads,,69,
PYFL,2.LMTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,AWAIT_SELFIE,68,4.1
KSF,1.MTD,Fresh,Flow1(Auto),1001.1,Unmapped,BRE2_SUCCESS,68,6.2
PYFL,1.MTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_REJECTED,68,7.9
MFL,1.MTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,68,
NACL,2.LMTD,Renewal,Flow2(Manual),15.0,Disbursed,,67,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),11.1,Review submit,EMANDATE_REQUIRED,67,11.6
MFL,1.MTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,67,12.1
PYFL,1.MTD,Renewal,Flow1(Auto),13.1,Application submitted by user,DIY_FI_DOC_UPLOADED,66,11.7
KSF,2.LMTD,Fresh,Flow1(Auto),8.1,KYC completed,KYC_PINCODE_NOT_SERVICEABLE,66,2.8
NACL,1.MTD,Fresh,Flow1(Auto),1.0,Total leads,,66,
PIRAMAL,1.MTD,Renewal,Flow2(Manual),15.0,Disbursed,,65,
UCL,1.MTD,MicroML,Flow2(Manual),10.1,Disbursal acc verified,AWAIT_OFFER_ACCEPT,64,13.0
KSF,1.MTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,KYC_REJECTED,64,4.9
PYFL,1.MTD,Fresh,Flow2(Manual),13.1,Application submitted by user,LOAN_AGREEMENT_SUCCESS,64,17.7
KSF,2.LMTD,Fresh,Flow2(Manual),13.1,Application submitted by user,FI_AWAITED,64,4.2
PYFL,1.MTD,Fresh,Flow2(Manual),1001.1,Unmapped,SERVICEABILITY_ACCEPTED,64,9.6
NACL,2.LMTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,63,11.2
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),10.0,Disbursal acc verified,,63,
MFL,1.MTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,63,21.3
PIRAMAL,1.MTD,Fresh,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED,63,9.8
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),9.0,BRE2 completed,,63,
NACL,2.LMTD,Fresh,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,63,16.8
MFL,2.LMTD,Fresh,Flow2(Manual),11.1,Review submit,EMANDATE_REQUIRED_V2,62,13.5
UCL,1.MTD,MicroML,Flow1(Auto),11.1,Review submit,BP_MOBILE_UDYAM_INIT,62,11.5
PYFL,1.MTD,Renewal,Flow1(Auto),1001.1,Unmapped,SERVICEABILITY_ACCEPTED,62,6.2
KSF,1.MTD,Fresh,Flow2(Manual),1001.1,Unmapped,BRE2_SUCCESS,62,7.3
FULLERTON,2.LMTD,Fresh,Flow2(Manual),13.1,Application submitted by user,LOAN_QC_REJECTED,61,2.9
KSF,2.LMTD,Fresh,Flow2(Manual),13.1,Application submitted by user,FI_ON_HOLD,61,4.0
KSF,2.LMTD,Renewal,Flow2(Manual),1001.0,Unmapped,,61,
FULLERTON,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,LIS_DATA_UPDATE_REQUEST_SUCCESS,60,2.9
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),11.0,Review submit,,60,
MFL,1.MTD,Renewal,Flow2(Manual),15.0,Disbursed,,60,
MFL,2.LMTD,Fresh,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED_V2,60,10.6
PYFL,1.MTD,Fresh,Flow1(Auto),13.1,Application submitted by user,DIY_FI_DOC_UPLOADED,60,14.9
KSF,2.LMTD,Fresh,Flow2(Manual),14.1,Submit to LMS,LOAN_DISBURSEMENT_FAILURE,59,4.6
KSF,2.LMTD,Fresh,Flow2(Manual),1001.1,Unmapped,TF_LMS_PDC_CHECK_INITIATE,58,11.5
FULLERTON,1.MTD,Fresh,Flow1(Auto),13.1,Application submitted by user,DIY_FI_REQUIRED,57,1.4
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),12.0,Mandate done,,57,
FULLERTON,1.MTD,Fresh,Flow2(Manual),1.0,Total leads,,57,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),11.1,Review submit,EMANDATE_REQUIRED,57,11.5
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),13.0,Application submitted by user,,57,
FULLERTON,1.MTD,Fresh,Flow2(Manual),13.1,Application submitted by user,LIS_DATA_UPDATE_FAILED,56,1.7
KSF,2.LMTD,Renewal,Flow1(Auto),6.1,Child_Lead_Created,BANK_NAME_MATCH_FAILED,56,6.3
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,56,18.6
KSF,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,VKYC_REQUIRED,56,3.9
PYFL,1.MTD,Fresh,Flow1(Auto),13.1,Application submitted by user,LOAN_AGREEMENT_SUCCESS,56,13.9
KSF,1.MTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_REJECTED,56,3.6
SHRIRAM,1.MTD,Renewal,Flow1(Auto),1.0,Total leads,,56,
SHRIRAM,1.MTD,Renewal,Flow2(Manual),4.1,BRE1 completed,LENDER_CREATE_APPLICATION_REJECTED,56,20.6
PYFL,1.MTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,LENDER_APP_CREATE_FAILED,56,5.8
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED,56,7.0
UCL,1.MTD,MicroML,Flow2(Manual),11.1,Review submit,BP_MOBILE_UDYAM_INIT,55,14.2
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),8.1,KYC completed,BRE2_REQUESTED,55,5.2
SHRIRAM,1.MTD,Fresh,Flow2(Manual),1.0,Total leads,,55,
FULLERTON,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,DIY_FI_DOC_UPLOADED,54,2.6
MFL,1.MTD,Fresh,Flow2(Manual),1.0,Total leads,,54,
KSF,2.LMTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,KYC_REJECTED,54,6.9
FULLERTON,1.MTD,Renewal,Flow2(Manual),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,53,9.0
FULLERTON,2.LMTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_SELFIE_UPLOADED,53,1.3
KSF,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,DIY_FI_SKIPPED,53,3.7
SHRIRAM,1.MTD,Fresh,Flow1(Auto),13.1,Application submitted by user,BUSINESS_APPROVAL_AWAITED,53,5.2
PIRAMAL,1.MTD,Renewal,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,52,19.8
FULLERTON,1.MTD,Renewal,Flow2(Manual),11.1,Review submit,EMANDATE_REQUIRED,52,5.7
FULLERTON,1.MTD,Renewal,Flow1(Auto),13.1,Application submitted by user,LIS_DATA_UPDATE_REQUEST_SUCCESS,52,3.1
PYFL,1.MTD,Renewal,Flow2(Manual),8.1,KYC completed,LENDER_BRE_REJECTED,52,13.3
SHRIRAM,1.MTD,Renewal,Flow1(Auto),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,51,20.0
MFL,2.LMTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,INITIATE_KYC,51,5.5
UCL,1.MTD,MicroML,Flow1(Auto),10.1,Disbursal acc verified,AWAIT_OFFER_ACCEPT,51,8.2
PIRAMAL,2.LMTD,Fresh,Flow1(Auto),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,50,8.2
KSF,2.LMTD,Fresh,Flow2(Manual),13.1,Application submitted by user,VKYC_REQUIRED,50,3.3
MFL,1.MTD,Fresh,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,50,24.6
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,50,
KSF,1.MTD,Renewal,Flow2(Manual),7.1,Selfie uploaded,LENDER_APP_CREATE_SUCCESS,50,8.9
FULLERTON,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,LOAN_APPLICATION_REJECTED,50,2.4
NACL,1.MTD,Fresh,Flow2(Manual),11.1,Review submit,EMANDATE_REQUIRED,50,14.5
SHRIRAM,1.MTD,Fresh,Flow2(Manual),11.1,Review submit,EMANDATE_REQUIRED,49,8.2
PIRAMAL,2.LMTD,Renewal,Flow1(Auto),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,49,7.2
FULLERTON,1.MTD,Renewal,Flow2(Manual),13.1,Application submitted by user,DIY_FI_DOC_UPLOADED,49,5.7
FULLERTON,2.LMTD,Renewal,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED,49,5.4
PYFL,1.MTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,KYC_REJECTED,48,5.0
NACL,2.LMTD,Renewal,Flow1(Auto),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,48,12.0
NACL,1.MTD,Renewal,Flow1(Auto),1.0,Total leads,,48,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),13.1,Application submitted by user,LOAN_APPLICATION_ON_HOLD,48,4.7
KSF,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,FI_ON_HOLD,48,3.4
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),1.0,Total leads,,48,
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),4.1,BRE1 completed,LENDER_CREATE_APPLICATION_REJECTED,48,33.3
MFL,1.MTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,INITIATE_KYC,48,7.2
FULLERTON,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,LOAN_APPLICATION_ON_HOLD,48,2.3
FULLERTON,1.MTD,Renewal,Flow2(Manual),13.1,Application submitted by user,LOAN_APPLICATION_ON_HOLD,47,5.4
PIRAMAL,1.MTD,Renewal,Flow1(Auto),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,47,6.5
MFL,1.MTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,47,13.7
FULLERTON,2.LMTD,Renewal,Flow1(Auto),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,47,8.0
NACL,1.MTD,Fresh,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED,46,9.6
KSF,1.MTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,SELFIE_CAPTURED,46,3.5
UCL,1.MTD,MicroML,Flow2(Manual),8.1,KYC completed,LENDER_BRE_REJECTED,46,7.9
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,46,11.9
PYFL,2.LMTD,Renewal,Flow1(Auto),1001.1,Unmapped,TF_LMS_FETCH_DOCUMENTS,46,22.0
KSF,1.MTD,Fresh,Flow1(Auto),14.1,Submit to LMS,LOAN_DISBURSEMENT_FAILURE,46,11.1
PYFL,1.MTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,AWAIT_SELFIE,45,3.9
FULLERTON,1.MTD,Renewal,Flow2(Manual),13.1,Application submitted by user,LIS_DATA_UPDATE_FAILED,45,5.2
UCL,1.MTD,MicroML,Flow2(Manual),11.1,Review submit,EMANDATE_REQUIRED,45,11.6
FULLERTON,2.LMTD,Renewal,Flow1(Auto),13.1,Application submitted by user,BUSINESS_APPROVAL_AWAITED,45,5.2
PIRAMAL,1.MTD,Fresh,Flow1(Auto),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,45,9.8
NACL,1.MTD,Fresh,Flow1(Auto),10.1,Disbursal acc verified,LOAN_AGREEMENT_PENDING,45,8.4
FULLERTON,1.MTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_RETRYABLE_FAILURE,44,0.5
KSF,2.LMTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,LENDER_PAN_DEDUP_FAILED,44,1.2
FULLERTON,1.MTD,Fresh,Flow2(Manual),9.1,BRE2 completed,BANK_VALIDATION_PENDING,44,1.1
